"fed_state","species_cleaned","common_name","rl_cat","species_naturadb"
"Sachsen-Anhalt","Diphasiastrum zeilleri","Zeillers Flachbärlapp","1","diphasiastrum-zeilleri"
"Sachsen-Anhalt","Dipsacus laciniatus","Schlitzblättrige Karde","3","dipsacus-laciniatus"
"Sachsen-Anhalt","Draba muralis","Mauer-Felsenblümchen","2","draba-muralis"
"Sachsen-Anhalt","Dracocephalum ruyschiana","Nordischer Drachenkopf","0","dracocephalum-ruyschiana"
"Sachsen-Anhalt","Drosera anglica","Langblättriger Sonnentau","0","drosera-anglica"
"Sachsen-Anhalt","Drosera intermedia","Mittlerer Sonnentau","1","drosera-intermedia"
"Sachsen-Anhalt","Drosera rotundifolia","Rundblättriger Sonnentau","2","drosera-rotundifolia"
"Sachsen-Anhalt","Drymocallis rupestris","Felsen-Fingerkraut","1","drymocallis-rupestris"
"Sachsen-Anhalt","Dryopteris affinis","Spreuschuppiger Wurmfarn","R","dryopteris-affinis"
"Sachsen-Anhalt","Dryopteris borreri","Borrers Wurmfarn","R","dryopteris-borreri"
"Sachsen-Anhalt","Dryopteris cristata","Kammfarn","2","dryopteris-cristata"
"Sachsen-Anhalt","Dryopteris expansa","Feingliedriger Dornfarn","R","dryopteris-expansa"
"Sachsen-Anhalt","Elatine alsinastrum","Quirl-Tännel","1","elatine-alsinastrum"
"Sachsen-Anhalt","Elatine hexandra","Sechsmänniger Tännel","R","elatine-hexandra"
"Sachsen-Anhalt","Elatine hydropiper","Wasserpfeffer-Tännel","2","elatine-hydropiper"
"Sachsen-Anhalt","Elatine triandra","Dreimänniger Tännel","1","elatine-triandra"
"Sachsen-Anhalt","Eleocharis acicularis","Nadel-Sumpfsimse","3","eleocharis-acicularis"
"Sachsen-Anhalt","Eleocharis mamillata ssp. mamillata","Zitzen-Sumpfbinse","1","eleocharis-mamillata"
"Sachsen-Anhalt","Eleocharis mamillata ssp. austriaca","Österreichische Sumpfsimse","R","eleocharis-mamillata"
"Sachsen-Anhalt","Eleocharis ovata","Eiförmige Sumpfsimse","2","eleocharis-ovata"
"Sachsen-Anhalt","Eleocharis parvula","Zwerg-Sumpfsimse","0","eleocharis-parvula"
"Sachsen-Anhalt","Eleocharis quinqueflora","Armblütige Sumpfsimse","1","eleocharis-quinqueflora"
"Sachsen-Anhalt","Eleocharis uniglumis","Einspelzige Sumpfsimse","V","eleocharis-uniglumis"
"Sachsen-Anhalt","Empetrum nigrum","Schwarze Krähenbeere","R","empetrum-nigrum"
"Sachsen-Anhalt","Epilobium obscurum","Dunkelgrünes Weidenröschen","2","epilobium-obscurum"
"Sachsen-Anhalt","Epilobium palustre","Sumpf-Weidenröschen","V","epilobium-palustre"
"Sachsen-Anhalt","Epilobium roseum","Rosenrotes Weidenröschen","3","epilobium-roseum"
"Sachsen-Anhalt","Epipactis leptochila","Schmallippige Stendelwurz","3","epipactis-leptochila"
"Sachsen-Anhalt","Epipactis microphylla","Kleinblättrige Stendelwurz","3","epipactis-microphylla"
"Sachsen-Anhalt","Epipactis muelleri","Müllers Stendelwurz","3","epipactis-muelleri"
"Sachsen-Anhalt","Epipactis neglecta","Übersehene Stendelwurz","R","epipactis-neglecta"
"Sachsen-Anhalt","Epipactis palustris","Sumpf-Stendelwurz","2","epipactis-palustris"
"Sachsen-Anhalt","Epipactis purpurata","Violette Stendelwurz","3","epipactis-purpurata"
"Sachsen-Anhalt","Epipogium aphyllum","Blattloser Widerbart","1","epipogium-aphyllum"
"Sachsen-Anhalt","Equisetum hyemale","Winter-Schachtelhalm","3","equisetum-hyemale"
"Sachsen-Anhalt","Equisetum moorei","Moores Schachtelhalm","R","equisetum-moorei"
"Sachsen-Anhalt","Equisetum pratense","Wiesen-Schachtelhalm","3","equisetum-pratense"
"Sachsen-Anhalt","Equisetum ramosissimum","Ästiger Schachtelhalm","0","equisetum-ramosissimum"
"Sachsen-Anhalt","Equisetum telmateia","Riesen-Schachtelhalm","R","equisetum-telmateia"
"Sachsen-Anhalt","Equisetum variegatum","Bunter Schachtelhalm","1","equisetum-variegatum"
"Sachsen-Anhalt","Erica tetralix","Glocken-Heide","2","erica-tetralix"
"Sachsen-Anhalt","Erigeron droebachiensis","Droebach-Berufkraut","0","erigeron-droebachiensis"
"Sachsen-Anhalt","Eriophorum angustifolium","Schmalblättriges Wollgras","3","eriophorum-angustifolium"
"Sachsen-Anhalt","Eriophorum gracile","Schlankes Wollgras","0","eriophorum-gracile"
"Sachsen-Anhalt","Eriophorum latifolium","Breitblättriges Wollgras","1","eriophorum-latifolium"
"Sachsen-Anhalt","Eriophorum vaginatum","Scheiden-Wollgras","2","eriophorum-vaginatum"
"Sachsen-Anhalt","Erysimum marschallianum","Harter Schöterich","2","erysimum-marschallianum"
"Sachsen-Anhalt","Erysimum virgatum","Ruten-Schöterich","2","erysimum-virgatum"
"Sachsen-Anhalt","Euphorbia dulcis","Süße Wolfsmilch","3","euphorbia-dulcis"
"Sachsen-Anhalt","Euphorbia exigua","Kleine Wolfsmilch","V","euphorbia-exigua"
"Sachsen-Anhalt","Euphorbia falcata","Sichel-Wolfsmilch","1","euphorbia-falcata"
"Sachsen-Anhalt","Euphorbia palustris","Sumpf-Wolfsmilch","3","euphorbia-palustris"
"Sachsen-Anhalt","Euphorbia platyphyllos","Breitblättrige Wolfsmilch","2","euphorbia-platyphyllos"
"Sachsen-Anhalt","Euphorbia seguieriana","Steppen-Wolfsmilch","3","euphorbia-seguieriana"
"Sachsen-Anhalt","Euphrasia micrantha","Schlanker Augentrost","0","euphrasia-micrantha"
"Sachsen-Anhalt","Euphrasia nemorosa","Hain-Augentrost","3","euphrasia-nemorosa"
"Sachsen-Anhalt","Euphrasia officinalis ssp. pratensis","Wiesen-Augentrost","2","euphrasia-officinalis"
"Sachsen-Anhalt","Euphrasia stricta","Steifer Augentrost","V","euphrasia-stricta"
"Sachsen-Anhalt","Festuca polesica","Dünen-Schwingel","3","festuca-polesica"
"Sachsen-Anhalt","Festuca psammophila","Sand-Schwingel","3","festuca-psammophila"
"Sachsen-Anhalt","Festuca valesiaca","Walliser Schwingel","V","festuca-valesiaca"
"Sachsen-Anhalt","Ficaria calthifolia","Nacktstängel-Scharbockskraut","R","ficaria-calthifolia"
"Sachsen-Anhalt","Filago germanica","Deutsches Filzkraut","2","filago-germanica"
"Sachsen-Anhalt","Filago lutescens","Gelbliches Filzkraut","3","filago-lutescens"
"Sachsen-Anhalt","Filago pyramidata","Spatelblättriges Filzkraut","1","filago-pyramidata"
"Sachsen-Anhalt","Filipendula vulgaris","Kleines Mädesüß","V","filipendula-vulgaris"
"Sachsen-Anhalt","Fourraea alpina","Armblütige Gänsekresse","3","fourraea-alpina"
"Sachsen-Anhalt","Fragaria moschata","Zimt-Erdbeere","3","fragaria-moschata"
"Sachsen-Anhalt","Fumana procumbens","Gewöhnliches Nadelröschen","2","fumana-procumbens"
"Sachsen-Anhalt","Fumaria parviflora","Kleinblütiger Erdrauch","2","fumaria-parviflora"
"Sachsen-Anhalt","Fumaria rostellata","Geschnäbelter Erdrauch","2","fumaria-rostellata"
"Sachsen-Anhalt","Fumaria schleicheri","Dunkler Erdrauch","2","fumaria-schleicheri"
"Sachsen-Anhalt","Fumaria wirtgenii","Wirtgens Erdrauch","2","fumaria-wirtgenii"
"Sachsen-Anhalt","Gagea bohemica","Felsen-Goldstern","3","gagea-bohemica"
"Sachsen-Anhalt","Gagea megapolitana","Mecklenburger Goldstern","R","gagea-megapolitana"
"Sachsen-Anhalt","Gagea minima","Kleiner Goldstern","3","gagea-minima"
"Sachsen-Anhalt","Gagea pomeranica","Pommerscher Goldstern","R","gagea-pomeranica"
"Sachsen-Anhalt","Gagea spathacea","Scheiden-Goldstern","3","gagea-spathacea"
"Sachsen-Anhalt","Galatella linosyris","Gold-Aster","3","galatella-linosyris"
"Sachsen-Anhalt","Galeopsis angustifolia","Schmalblättriger Hohlzahn","3","galeopsis-angustifolia"
"Sachsen-Anhalt","Galeopsis ladanum","Breitblättriger Hohlzahn","2","galeopsis-ladanum"
"Sachsen-Anhalt","Galeopsis pubescens ssp. pubescens","Weichhaariger Hohlzahn","3","galeopsis-pubescens"
"Sachsen-Anhalt","Galeopsis segetum","Gelber Hohlzahn","1","galeopsis-segetum"
"Sachsen-Anhalt","Galium album ssp. pycnotrichum","Behaartes Weißes Labkraut","G","galium-album"
"Sachsen-Anhalt","Galium boreale","Nordisches Labkraut","V","galium-boreale"
"Sachsen-Anhalt","Galium glaucum","Blaugrünes Labkraut","V","galium-glaucum"
"Sachsen-Anhalt","Galium parisiense","Pariser Labkraut","1","galium-parisiense"
"Sachsen-Anhalt","Galium pumilum","Zierliches Labkraut","V","galium-pumilum"
"Sachsen-Anhalt","Galium rotundifolium","Rundblättriges Labkraut","3","galium-rotundifolium"
"Sachsen-Anhalt","Galium spurium","Acker-Labkraut","2","galium-spurium"
"Sachsen-Anhalt","Galium tricornutum","Dreihörniges Labkraut","2","galium-tricornutum"
"Sachsen-Anhalt","Galium valdepilosum","Mährisches Labkraut","0","galium-valdepilosum"
"Sachsen-Anhalt","Genista anglica","Englischer Ginster","2","genista-anglica"
"Sachsen-Anhalt","Genista germanica","Deutscher Ginster","3","genista-germanica"
"Sachsen-Anhalt","Genista pilosa","Behaarter Ginster","3","genista-pilosa"
"Sachsen-Anhalt","Genista sagittalis","Flügel-Ginster","1","genista-sagittalis"
"Sachsen-Anhalt","Gentiana cruciata","Kreuz-Enzian","2","gentiana-cruciata"
"Sachsen-Anhalt","Gentiana pneumonanthe","Lungen-Enzian","1","gentiana-pneumonanthe"
"Sachsen-Anhalt","Gentianella amarella","Bitterer Kranzenzian","0","gentianella-amarella"
"Sachsen-Anhalt","Gentianella campestris","Feld-Kranzenzian","1","gentianella-campestris"
"Sachsen-Anhalt","Gentianella germanica","Deutscher Kranzenzian","2","gentianella-germanica"
"Sachsen-Anhalt","Gentianopsis ciliata","Echter Fransenenzian","V","gentianopsis-ciliata"
"Sachsen-Anhalt","Geranium lucidum","Glänzender Storchschnabel","3","geranium-lucidum"
"Sachsen-Anhalt","Geranium palustre","Sumpf-Storchschnabel","V","geranium-palustre"
"Sachsen-Anhalt","Geranium pratense","Wiesen-Storchschnabel","V","geranium-pratense"
"Sachsen-Anhalt","Geranium sanguineum","Blutroter Storchschnabel","3","geranium-sanguineum"
"Sachsen-Anhalt","Geum rivale","Bach-Nelkenwurz","3","geum-rivale"
"Sachsen-Anhalt","Gladiolus palustris","Sumpf-Siegwurz","0","gladiolus-palustris"
"Sachsen-Anhalt","Glaucium corniculatum","Roter Hornmohn","1","glaucium-corniculatum"
"Sachsen-Anhalt","Glaucium flavum","Gelber Hornmohn","2","glaucium-flavum"
"Sachsen-Anhalt","Glaux maritima","Strand-Milchkraut","3","glaux-maritima"
"Sachsen-Anhalt","Glebionis segetum","Saat-Wucherblume","1","glebionis-segetum"
"Sachsen-Anhalt","Globularia bisnagarica","Gewöhnliche Kugelblume","3","globularia-bisnagarica"
"Sachsen-Anhalt","Glyceria declinata","Blaugrüner Schwaden","3","glyceria-declinata"
"Sachsen-Anhalt","Gnaphalium uliginosum","Sumpf-Ruhrkraut","V","gnaphalium-uliginosum"
"Sachsen-Anhalt","Goodyera repens","Kriechendes Netzblatt","0","goodyera-repens"
"Sachsen-Anhalt","Gratiola officinalis","Gottes-Gnadenkraut","2","gratiola-officinalis"
"Sachsen-Anhalt","Gymnadenia conopsea","Mücken-Händelwurz","3","gymnadenia-conopsea"
"Sachsen-Anhalt","Gymnadenia densiflora","Dichtblütige Händelwurz","2","gymnadenia-densiflora"
"Sachsen-Anhalt","Gymnadenia odoratissima","Wohlriechende Händelwurz","0","gymnadenia-odoratissima"
"Sachsen-Anhalt","Gymnocarpium robertianum","Ruprechtsfarn","3","gymnocarpium-robertianum"
"Sachsen-Anhalt","Gypsophila fastigiata","Büscheliges Gipskraut","3","gypsophila-fastigiata"
"Sachsen-Anhalt","Gypsophila muralis","Mauer-Gipskraut","2","gypsophila-muralis"
"Sachsen-Anhalt","Helianthemum apenninum","Apenninen-Sonnenröschen","V","helianthemum-apenninum"
"Sachsen-Anhalt","Helianthemum canum","Graues Sonnenröschen","3","helianthemum-canum"
"Sachsen-Anhalt","Helianthemum nummularium","Gewöhnliches Sonnenröschen","V","helianthemum-nummularium"
"Sachsen-Anhalt","Helianthemum nummularium ssp. obscurum","Dunkles Sonnenröschen","V","helianthemum-nummularium"
"Sachsen-Anhalt","Helichrysum luteoalbum","Gelbweißes Schein-Ruhrkraut","1","helichrysum-luteoalbum"
"Sachsen-Anhalt","Helictotrichon pratense","Echter Wiesenhafer","V","helictotrichon-pratense"
"Sachsen-Anhalt","Helosciadium inundatum","Flutender Sellerie","1","helosciadium-inundatum"
"Sachsen-Anhalt","Helosciadium repens","Kriechender Sumpfsellerie","1","helosciadium-repens"
"Sachsen-Anhalt","Hepatica nobilis","Leberblümchen","V","hepatica-nobilis"
"Sachsen-Anhalt","Herminium monorchis","Einknolle","0","herminium-monorchis"
"Sachsen-Anhalt","Hieracium alpinum","Alpen-Habichtskraut","R","hieracium-alpinum"
"Sachsen-Anhalt","Hieracium auriculoides","Pannonisches Habichtskraut","R","hieracium-auriculoides"
"Sachsen-Anhalt","Hieracium bifidum","Gabel-Habichtskraut","3","hieracium-bifidum"
"Sachsen-Anhalt","Hieracium bifurcum","Zweigabeliges Habichtskraut","0","hieracium-bifurcum"
"Sachsen-Anhalt","Hieracium caesium","Blaugraues Habichtskraut","3","hieracium-caesium"
"Sachsen-Anhalt","Hieracium caespitosum","Wiesen-Habichtskraut","3","hieracium-caespitosum"
"Sachsen-Anhalt","Hieracium cinereiforme","Aschgraues Habichtskraut","1","hieracium-cinereiforme"
"Sachsen-Anhalt","Hieracium cymiflorum","Lockerrispiges Habichtskraut","R","hieracium-cymiflorum"
"Sachsen-Anhalt","Hieracium cymosum","Trugdoldiges Habichtskraut","2","hieracium-cymosum"
"Sachsen-Anhalt","Hieracium echioides","Natterkopf-Habichtskraut","0","hieracium-echioides"
"Sachsen-Anhalt","Hieracium fallacinum","Trügerisches Habichtskraut","R","hieracium-fallacinum"
"Sachsen-Anhalt","Hieracium flagellare","Ausläuferreiches Habichtskraut","0","hieracium-flagellare"
"Sachsen-Anhalt","Hieracium hypochoeroides","Wiesbaurs Habichtskraut","3","hieracium-hypochoeroides"
"Sachsen-Anhalt","Hieracium kalksburgense","Kalksburger Habichtskraut","1","hieracium-kalksburgense"
"Sachsen-Anhalt","Hieracium lactucella","Geöhrtes Habichtskraut","3","hieracium-lactucella"
"Sachsen-Anhalt","Hieracium leptophyton","Zartes Habichtskraut","R","hieracium-leptophyton"
"Sachsen-Anhalt","Hieracium levicaule","Dünnstengeliges Habichtskraut","3","hieracium-levicaule"
"Sachsen-Anhalt","Hieracium longisquamum","Langschuppiges Habichtskraut","R","hieracium-longisquamum"
"Sachsen-Anhalt","Hieracium nigrescens","Schwärzliches Habichtskraut","R","hieracium-nigrescens"
"Sachsen-Anhalt","Hieracium norvegicum","Norwegisches Habichtskraut","0","hieracium-norvegicum"
"Sachsen-Anhalt","Hieracium onosmoides","Lotwurzblättriges Habichtskraut","3","hieracium-onosmoides"
"Sachsen-Anhalt","Hieracium peleterianum","Peletiers Habichtskraut","1","hieracium-peleterianum"
"Sachsen-Anhalt","Hieracium pilosellinum","Mausohrähnliches Habichtskraut","R","hieracium-pilosellinum"
"Sachsen-Anhalt","Hieracium rothianum","Roths Habichtskraut","2","hieracium-rothianum"
"Sachsen-Anhalt","Hieracium saxifragum","Steinbrech-Habichtskraut","3","hieracium-saxifragum"
"Sachsen-Anhalt","Hieracium schmidtii","Blasses Habichtskraut","3","hieracium-schmidtii"
"Sachsen-Anhalt","Hieracium zizianum","Ziz‘ Habichtskraut","3","hieracium-zizianum"
"Sachsen-Anhalt","Hierochloe hirta ssp. arctica","Arktisches Raues Mariengras","0","hierochloe-hirta"
"Sachsen-Anhalt","Hierochloe odorata","Duftendes Mariengras","1","hierochloe-odorata"
"Sachsen-Anhalt","Hippocrepis comosa","Gewöhnlicher Hufeisenklee","V","hippocrepis-comosa"
"Sachsen-Anhalt","Hippuris vulgaris","Tannenwedel","3","hippuris-vulgaris"
"Sachsen-Anhalt","Hordeum secalinum","Roggen-Gerste","2","hordeum-secalinum"
"Sachsen-Anhalt","Hornungia petraea","Kleine Felskresse","3","hornungia-petraea"
"Sachsen-Anhalt","Hottonia palustris","Europäische Wasserfeder","3","hottonia-palustris"
"Sachsen-Anhalt","Huperzia selago","Europäische Teufelsklaue","3","huperzia-selago"
"Sachsen-Anhalt","Hydrocotyle vulgaris","Gewöhnlicher Wassernabel","3","hydrocotyle-vulgaris"
"Sachsen-Anhalt","Hylotelephium telephium","Purpur-Waldfetthenne","3","hylotelephium-telephium"
"Sachsen-Anhalt","Hyoscyamus niger","Schwarzes Bilsenkraut","V","hyoscyamus-niger"
"Sachsen-Anhalt","Hypericum elegans","Zierliches Hartheu","1","hypericum-elegans"
"Sachsen-Anhalt","Hypericum humifusum","Liegendes Hartheu","3","hypericum-humifusum"
"Sachsen-Anhalt","Hypericum montanum","Berg-Hartheu","3","hypericum-montanum"
"Sachsen-Anhalt","Hypericum pulchrum","Schönes Hartheu","2","hypericum-pulchrum"
"Sachsen-Anhalt","Hypochaeris glabra","Kahles Ferkelkraut","1","hypochaeris-glabra"
"Sachsen-Anhalt","Hypochaeris maculata","Geflecktes Ferkelkraut","2","hypochaeris-maculata"
"Sachsen-Anhalt","Hypopitys hypophegea","Kahler Fichtenspargel","3","hypopitys-hypophegea"
"Sachsen-Anhalt","Hypopitys monotropa","Echter Fichtenspargel","3","hypopitys-monotropa"
"Sachsen-Anhalt","Illecebrum verticillatum","Quirlige Knorpelmiere","1","illecebrum-verticillatum"
"Sachsen-Anhalt","Inula germanica","Deutscher Alant","V","inula-germanica"
"Sachsen-Anhalt","Inula hirta","Rauhaariger Alant","3","inula-hirta"
"Sachsen-Anhalt","Inula salicina","Weidenblättriger Alant","V","inula-salicina"
"Sachsen-Anhalt","Iris aphylla","Nacktstengelige Schwertlilie","2","iris-aphylla"
"Sachsen-Anhalt","Iris sibirica","Sibirische Schwertlilie","2","iris-sibirica"
"Sachsen-Anhalt","Isatis tinctoria","Färber-Waid","2","isatis-tinctoria"
"Sachsen-Anhalt","Isolepis fluitans","Flutende Moorbinse","1","isolepis-fluitans"
"Sachsen-Anhalt","Isolepis setacea","Borstige Moorbinse","2","isolepis-setacea"
"Sachsen-Anhalt","Juncus acutiflorus","Spitzblütige Binse","V","juncus-acutiflorus"
"Sachsen-Anhalt","Juncus alpinoarticulatus ssp. alpinoarticulatus","Alpen-Binse","1","juncus-alpinoarticulatus"
"Sachsen-Anhalt","Juncus atratus","Schwarze Binse","1","juncus-atratus"
"Sachsen-Anhalt","Juncus bulbosus","Zwiebel-Binse","V","juncus-bulbosus"
"Sachsen-Anhalt","Juncus capitatus","Kopf-Binse","1","juncus-capitatus"
"Sachsen-Anhalt","Juncus filiformis","Faden-Binse","2","juncus-filiformis"
"Sachsen-Anhalt","Juncus gerardii ssp. gerardii","Bodden-Binse","3","juncus-gerardii"
"Sachsen-Anhalt","Juncus sphaerocarpus","Kugelfrüchtige Binse","1","juncus-sphaerocarpus"
"Sachsen-Anhalt","Juncus squarrosus","Sparrige Binse","3","juncus-squarrosus"
"Sachsen-Anhalt","Juncus subnodulosus","Stumpfblütige Binse","3","juncus-subnodulosus"
"Sachsen-Anhalt","Juncus tenageia","Sand-Binse","1","juncus-tenageia"
"Sachsen-Anhalt","Juniperus communis","Heide-Wacholder","3","juniperus-communis"
"Sachsen-Anhalt","Jurinea cyanoides","Sand-Silberscharte","2","jurinea-cyanoides"
"Sachsen-Anhalt","Kickxia elatine","Spießblättriges Tännelkraut","3","kickxia-elatine"
"Sachsen-Anhalt","Kickxia spuria","Eiblättriges Tännelkraut","2","kickxia-spuria"
"Sachsen-Anhalt","Koeleria glauca","Blaugrünes Schillergras","2","koeleria-glauca"
"Sachsen-Anhalt","Lactuca perennis","Blauer Lattich","1","lactuca-perennis"
"Sachsen-Anhalt","Lactuca quercina","Eichen-Lattich","2","lactuca-quercina"
"Sachsen-Anhalt","Lactuca saligna","Weidenblättriger Lattich","0","lactuca-saligna"
"Sachsen-Anhalt","Lactuca virosa","Gift-Lattich","3","lactuca-virosa"
"Sachsen-Anhalt","Lappula deflexa","Wald-Igelsame","R","lappula-deflexa"
"Sachsen-Anhalt","Lappula squarrosa","Kletten-Igelsame","3","lappula-squarrosa"
"Sachsen-Anhalt","Laserpitium latifolium","Breitblättriges Laserkraut","3","laserpitium-latifolium"
"Sachsen-Anhalt","Laserpitium prutenicum","Preußisches Laserkraut","1","laserpitium-prutenicum"
"Sachsen-Anhalt","Lathyrus aphaca","Ranken-Platterbse","2","lathyrus-aphaca"
"Sachsen-Anhalt","Lathyrus heterophyllus","Verschiedenblättrige Platterbse","1","lathyrus-heterophyllus"
"Sachsen-Anhalt","Lathyrus palustris","Sumpf-Platterbse","2","lathyrus-palustris"
"Sachsen-Anhalt","Leersia oryzoides","Europäische Reisquecke","3","leersia-oryzoides"
"Sachsen-Anhalt","Legousia hybrida","Kleiner Frauenspiegel","1","legousia-hybrida"
"Sachsen-Anhalt","Legousia speculum-veneris","Gewöhnlicher Frauenspiegel","1","legousia-speculum-veneris"
"Sachsen-Anhalt","Leontodon hispidus","Rauer Löwenzahn","V","leontodon-hispidus"
"Sachsen-Anhalt","Leontodon saxatilis","Nickender Löwenzahn","2","leontodon-saxatilis"
"Sachsen-Anhalt","Leonurus cardiaca","Echtes Herzgespann","2","leonurus-cardiaca"
"Sachsen-Anhalt","Lepidium coronopus","Niederliegender Krähenfuß","3","lepidium-coronopus"
"Sachsen-Anhalt","Limosella aquatica","Gewöhnlicher Schlammling","3","limosella-aquatica"
"Sachsen-Anhalt","Linaria arvensis","Acker-Leinkraut","0","linaria-arvensis"
"Sachsen-Anhalt","Lindernia procumbens","Liegendes Büchsenkraut","1","lindernia-procumbens"
"Sachsen-Anhalt","Linnaea borealis","Moosglöckchen","0","linnaea-borealis"
"Sachsen-Anhalt","Linum catharticum","Purgier-Lein","V","linum-catharticum"
"Sachsen-Anhalt","Linum leonii","Lothringer Lein","R","linum-leonii"
"Sachsen-Anhalt","Linum tenuifolium","Schmalblättriger Lein","0","linum-tenuifolium"
"Sachsen-Anhalt","Liparis loeselii","Sumpf-Glanzkraut","1","liparis-loeselii"
"Sachsen-Anhalt","Listera cordata","Kleines Zweiblatt","2","listera-cordata"
"Sachsen-Anhalt","Lithospermum officinale","Echter Steinsame","2","lithospermum-officinale"
"Sachsen-Anhalt","Littorella uniflora","Europäischer Strandling","1","littorella-uniflora"
"Sachsen-Anhalt","Lolium remotum","Lein-Lolch","0","lolium-remotum"
"Sachsen-Anhalt","Lolium temulentum","Taumel-Lolch","0","lolium-temulentum"
"Sachsen-Anhalt","Lotus maritimus","Gelbe Spargelerbse","3","lotus-maritimus"
"Sachsen-Anhalt","Ludwigia palustris","Sumpf-Heusenkraut","1","ludwigia-palustris"
"Sachsen-Anhalt","Lunaria rediviva","Ausdauerndes Silberblatt","3","lunaria-rediviva"
"Sachsen-Anhalt","Luronium natans","Froschkraut","0","luronium-natans"
"Sachsen-Anhalt","Luzula pallescens","Bleiche Hainsimse","2","luzula-pallescens"
"Sachsen-Anhalt","Luzula sudetica","Sudeten-Hainsimse","R","luzula-sudetica"
"Sachsen-Anhalt","Lychnis flos-cuculi","Kuckucks-Lichtnelke","3","lychnis-flos-cuculi"
"Sachsen-Anhalt","Lycopodiella inundata","Gewöhnlicher Moorbärlapp","1","lycopodiella-inundata"
"Sachsen-Anhalt","Lycopodium annotinum","Sprossender Bärlapp","2","lycopodium-annotinum"
"Sachsen-Anhalt","Lycopodium clavatum","Keulen-Bärlapp","2","lycopodium-clavatum"
"Sachsen-Anhalt","Lycopus exaltatus","Hoher Wolfstrapp","0","lycopus-exaltatus"
"Sachsen-Anhalt","Lysimachia thyrsiflora","Straußblütiger Gilbweiderich","3","lysimachia-thyrsiflora"
"Sachsen-Anhalt","Lythrum hyssopifolia","Ysopblättriger Weiderich","3","lythrum-hyssopifolia"
"Sachsen-Anhalt","Malva alcea","Rosen-Malve","3","malva-alcea"
"Sachsen-Anhalt","Malva pusilla","Kleinblütige Malve","2","malva-pusilla"
"Sachsen-Anhalt","Malva thuringiaca","Thüringer Strauchpappel","3","malva-thuringiaca"
"Sachsen-Anhalt","Marrubium peregrinum","Ungarischer Andorn","1","marrubium-peregrinum"
"Sachsen-Anhalt","Marrubium vulgare","Gewöhnlicher Andorn","1","marrubium-vulgare"
"Sachsen-Anhalt","Medicago minima","Zwerg-Schneckenklee","3","medicago-minima"
"Sachsen-Anhalt","Melampyrum arvense","Acker-Wachtelweizen","2","melampyrum-arvense"
"Sachsen-Anhalt","Melampyrum cristatum","Kamm-Wachtelweizen","2","melampyrum-cristatum"
"Sachsen-Anhalt","Melampyrum nemorosum","Hain-Wachtelweizen","3","melampyrum-nemorosum"
"Sachsen-Anhalt","Melica transsilvanica","Siebenbürgisches Perlgras","V","melica-transsilvanica"
"Sachsen-Anhalt","Melilotus altissimus","Hoher Steinklee","2","melilotus-altissimus"
"Sachsen-Anhalt","Melilotus dentatus","Gezähnter Steinklee","3","melilotus-dentatus"
"Sachsen-Anhalt","Melittis melissophyllum","Immenblatt","2","melittis-melissophyllum"
"Sachsen-Anhalt","Mentha arvensis","Acker-Minze","V","mentha-arvensis"
"Sachsen-Anhalt","Mentha longifolia","Ross-Minze","3","mentha-longifolia"
"Sachsen-Anhalt","Mentha pulegium","Polei-Minze","2","mentha-pulegium"
"Sachsen-Anhalt","Mentha suaveolens ssp. suaveolens","Rundblättrige Minze","V","mentha-suaveolens"
"Sachsen-Anhalt","Menyanthes trifoliata","Fieberklee","2","menyanthes-trifoliata"
"Sachsen-Anhalt","Mespilus germanica","Echte Mispel","3","mespilus-germanica"
"Sachsen-Anhalt","Minuartia caespitosa","Galmei-Frühlingsmiere","3","minuartia-caespitosa"
"Sachsen-Anhalt","Minuartia hybrida ssp. tenuifolia","Schmalblättrige Miere","0","minuartia-hybrida"
"Sachsen-Anhalt","Minuartia viscosa","Klebrige Miere","1","minuartia-viscosa"
"Sachsen-Anhalt","Misopates orontium","Acker-Löwenmaul","2","misopates-orontium"
"Sachsen-Anhalt","Moenchia erecta","Aufrechte Weißmiere","0","moenchia-erecta"
"Sachsen-Anhalt","Moneses uniflora","Einblütiges Moosauge","1","moneses-uniflora"
"Sachsen-Anhalt","Montia arvensis","Acker-Quellkraut","1","montia-arvensis"
"Sachsen-Anhalt","Montia fontana","Glanzzsamiges Bach-Quellkraut","1","montia-fontana"
"Sachsen-Anhalt","Montia fontana ssp. amporitana","Mittleres Quellkraut","1","montia-fontana"
"Sachsen-Anhalt","Muscari botryoides","Kleine Traubenhyazinthe","0","muscari-botryoides"
"Sachsen-Anhalt","Muscari comosum","Schopfige Traubenhyazinthe","1","muscari-comosum"
"Sachsen-Anhalt","Muscari tenuiflorum","Schmalblütige Traubenhyazinthe","3","muscari-tenuiflorum"
"Sachsen-Anhalt","Myosotis discolor","Buntes Vergissmeinnicht","3","myosotis-discolor"
"Sachsen-Anhalt","Myosurus minimus","Kleines Mäuseschwänzchen","3","myosurus-minimus"
"Sachsen-Anhalt","Myrica gale","Moor-Gagelstrauch","2","myrica-gale"
"Sachsen-Anhalt","Myriophyllum alterniflorum","Wechselblütiges Tausendblatt","R","myriophyllum-alterniflorum"
"Sachsen-Anhalt","Najas marina ssp. intermedia","Mittleres Nixkraut","1","najas-marina"
"Sachsen-Anhalt","Nardus stricta","Borstgras","V","nardus-stricta"
