Bundesland,Wissenschaftlicher Name,Gefährdung,NaturaDB
Nordrhein-Westfalen,Epipactis leptochila,2,not in naturadb
Nordrhein-Westfalen,Epipactis microphylla,3,not in naturadb
Nordrhein-Westfalen,Epipactis muelleri,3,not in naturadb
Nordrhein-Westfalen,Epipactis neglecta,2,not in naturadb
Nordrhein-Westfalen,Epipactis palustris,2,not in naturadb
Nordrhein-Westfalen,Epipactis phyllanthes,1,not in naturadb
Nordrhein-Westfalen,Epipactis purpurata,3,not in naturadb
Nordrhein-Westfalen,Epipogium aphyllum,1,not in naturadb
Nordrhein-Westfalen,Equisetum pratense,3,not in naturadb
Nordrhein-Westfalen,Equisetum ramosissimum,2,not in naturadb
Nordrhein-Westfalen,Equisetum ascendens,R,not in naturadb
Nordrhein-Westfalen,Equisetum moorei,3,not in naturadb
Nordrhein-Westfalen,Erysimum virgatum,2,not in naturadb
Nordrhein-Westfalen,Euphorbia platyphyllos,2,not in naturadb
Nordrhein-Westfalen,Euphorbia stricta,2,not in naturadb
Nordrhein-Westfalen,Euphrasia micrantha,2,not in naturadb
Nordrhein-Westfalen,Euphrasia nemorosa,3,not in naturadb
Nordrhein-Westfalen,Euphrasia officinalis ssp. pratensis,3,not in naturadb
Nordrhein-Westfalen,Festuca csikhegyensis,2,not in naturadb
Nordrhein-Westfalen,Festuca heterophylla,2,not in naturadb
Nordrhein-Westfalen,Festuca longifolia,2,not in naturadb
Nordrhein-Westfalen,Festuca pallens,3,not in naturadb
Nordrhein-Westfalen,Filago arvensis,2,not in naturadb
Nordrhein-Westfalen,Filago gallica,0,not in naturadb
Nordrhein-Westfalen,Filago lutescens,G,not in naturadb
Nordrhein-Westfalen,Filago pyramidata,0,not in naturadb
Nordrhein-Westfalen,Filago germanica,2,not in naturadb
Nordrhein-Westfalen,Fourraea alpina,1,not in naturadb
Nordrhein-Westfalen,Fumaria parviflora,2,not in naturadb
Nordrhein-Westfalen,Fumaria vaillantii ssp. vaillantii,3,not in naturadb
Nordrhein-Westfalen,Gagea pratensis,3,not in naturadb
Nordrhein-Westfalen,Galium spurium ssp. infestum,2,not in naturadb
Nordrhein-Westfalen,Galium spurium ssp. spurium,0,not in naturadb
Nordrhein-Westfalen,Galium wirtgenii,0,not in naturadb
Nordrhein-Westfalen,Gentianella uliginosa,0,not in naturadb
Nordrhein-Westfalen,Gentianopsis ciliata,3,not in naturadb
Nordrhein-Westfalen,Geranium lucidum,2,not in naturadb
Nordrhein-Westfalen,Goodyera repens,3,not in naturadb
Nordrhein-Westfalen,Groenlandia densa,2,not in naturadb
Nordrhein-Westfalen,Gymnocarpium robertianum,3,not in naturadb
Nordrhein-Westfalen,Hammarbya paludosa,1,not in naturadb
Nordrhein-Westfalen,Helosciadium nodiflorum,2,not in naturadb
Nordrhein-Westfalen,Hieracium amplexicaule,0,not in naturadb
Nordrhein-Westfalen,Hieracium auriculoides,0,not in naturadb
Nordrhein-Westfalen,Hieracium bifidum,0,not in naturadb
Nordrhein-Westfalen,Hieracium calodon,1,not in naturadb
Nordrhein-Westfalen,Hieracium compositum ssp. magnolianum,3,not in naturadb
Nordrhein-Westfalen,Hieracium tubulatum,0,not in naturadb
Nordrhein-Westfalen,Hieracium cymosum,3,not in naturadb
Nordrhein-Westfalen,Hieracium densiflorum,1,not in naturadb
Nordrhein-Westfalen,Hieracium duerkhemiense,0,not in naturadb
Nordrhein-Westfalen,Hieracium flagellare,3,not in naturadb
Nordrhein-Westfalen,Hieracium floribundum,2,not in naturadb
Nordrhein-Westfalen,Hieracium glomeratum,1,not in naturadb
Nordrhein-Westfalen,Hierarcium guthnickianum,G,not in naturadb
Nordrhein-Westfalen,Hieracium heterodoxiforme,0,not in naturadb
Nordrhein-Westfalen,Hieracium hypochoeroides ssp. guestphalicum,1,not in naturadb
Nordrhein-Westfalen,Hieracium iseranum,2,not in naturadb
Nordrhein-Westfalen,Hieracium canum,0,not in naturadb
Nordrhein-Westfalen,Hieracium leptophyton,1,not in naturadb
Nordrhein-Westfalen,Hieracium longiscapum ssp. spathophyllum,1,not in naturadb
Nordrhein-Westfalen,Hieracium longisquamum,0,not in naturadb
Nordrhein-Westfalen,Hieracium onosmoides,1,not in naturadb
Nordrhein-Westfalen,Hieracium aridum,3,not in naturadb
Nordrhein-Westfalen,Hieracium pilosellinum,0,not in naturadb
Nordrhein-Westfalen,Hieracium polymastix,G,not in naturadb
Nordrhein-Westfalen,Hieracium prussicum,3,not in naturadb
Nordrhein-Westfalen,Hieracium saxifragum,0,not in naturadb
Nordrhein-Westfalen,Hieracium schmidtii,2,not in naturadb
Nordrhein-Westfalen,Hieracium schultesii,1,not in naturadb
Nordrhein-Westfalen,Hieracium zizianum,2,not in naturadb
Nordrhein-Westfalen,Holosteum umbellatum,3,not in naturadb
Nordrhein-Westfalen,Hordeum secalinum,2,not in naturadb
Nordrhein-Westfalen,Huperzia selago,2,not in naturadb
Nordrhein-Westfalen,Hypopitys monotropa,3,not in naturadb
Nordrhein-Westfalen,Illecebrum verticillatum,3,not in naturadb
Nordrhein-Westfalen,Juncus alpinoarticulatus,2,not in naturadb
Nordrhein-Westfalen,Juncus pygmaeus,0,not in naturadb
Nordrhein-Westfalen,Juncus ranarius,G,not in naturadb
Nordrhein-Westfalen,Kickxia elatine,3,not in naturadb
Nordrhein-Westfalen,Lappula squarrosa,0,not in naturadb
Nordrhein-Westfalen,Lathraea squamaria ssp. squamaria,3,not in naturadb
Nordrhein-Westfalen,Lathyrus hirsutus,1,not in naturadb
Nordrhein-Westfalen,Leersia oryzoides,2,not in naturadb
Nordrhein-Westfalen,Lemna trisulca,3,not in naturadb
Nordrhein-Westfalen,Lepidium coronopus,2,not in naturadb
Nordrhein-Westfalen,Linaria arvensis,0,not in naturadb
Nordrhein-Westfalen,Linum leonii,0,not in naturadb
Nordrhein-Westfalen,Listera cordata,1,not in naturadb
Nordrhein-Westfalen,Littorella uniflora,3,not in naturadb
Nordrhein-Westfalen,Lobelia dortmanna,0,not in naturadb
Nordrhein-Westfalen,Lolium remotum,0,not in naturadb
Nordrhein-Westfalen,Lotus tenuis,2,not in naturadb
Nordrhein-Westfalen,Luzula congesta,3,not in naturadb
Nordrhein-Westfalen,Luzula forsteri,0,not in naturadb
Nordrhein-Westfalen,Lycopodium annotinum,2,not in naturadb
Nordrhein-Westfalen,Lycopodium clavatum,2,not in naturadb
Nordrhein-Westfalen,Malva pusilla,2,not in naturadb
Nordrhein-Westfalen,Mibora minima,0,not in naturadb
Nordrhein-Westfalen,Minuartia caespitosa,2,not in naturadb
Nordrhein-Westfalen,Minuartia hybrida ssp. tenuifolia,3,not in naturadb
Nordrhein-Westfalen,Minuartia viscosa,0,not in naturadb
Nordrhein-Westfalen,Moenchia erecta,0,not in naturadb
Nordrhein-Westfalen,Moneses uniflora,3,not in naturadb
Nordrhein-Westfalen,Montia arvensis,3,not in naturadb
Nordrhein-Westfalen,Montia fontana ssp. amporitana,3,not in naturadb
Nordrhein-Westfalen,Montia fontana ssp. fontana,1,not in naturadb
Nordrhein-Westfalen,Myosotis discolor,3,not in naturadb
Nordrhein-Westfalen,Myosotis laxa,3,not in naturadb
Nordrhein-Westfalen,Myosotis ramosissima,3,not in naturadb
Nordrhein-Westfalen,Myosotis stricta,3,not in naturadb
Nordrhein-Westfalen,Myriophyllum alterniflorum,2,not in naturadb
Nordrhein-Westfalen,Neottia nidus-avis,3,not in naturadb
Nordrhein-Westfalen,Neslia paniculata,0,not in naturadb
Nordrhein-Westfalen,Odontites vernus,2,not in naturadb
Nordrhein-Westfalen,Oenanthe fistulosa,3,not in naturadb
Nordrhein-Westfalen,Ophioglossum vulgatum,2,not in naturadb
Nordrhein-Westfalen,Orchis coriophora,1,not in naturadb
Nordrhein-Westfalen,Orchis purpurea,2,not in naturadb
Nordrhein-Westfalen,Orchis pyramidalis,2,not in naturadb
Nordrhein-Westfalen,Orchis simia,G,not in naturadb
Nordrhein-Westfalen,Orobanche alba,1,not in naturadb
Nordrhein-Westfalen,Orobanche amethystea,0,not in naturadb
Nordrhein-Westfalen,Orobanche arenaria,0,not in naturadb
Nordrhein-Westfalen,Orobanche bartlingii,1,not in naturadb
Nordrhein-Westfalen,Orobanche hederae,3,not in naturadb
Nordrhein-Westfalen,Orobanche lutea,2,not in naturadb
Nordrhein-Westfalen,Orobanche minor,2,not in naturadb
Nordrhein-Westfalen,Orobanche picridis,R,not in naturadb
Nordrhein-Westfalen,Orobanche purpurea,2,not in naturadb
Nordrhein-Westfalen,Orobanche ramosa,0,not in naturadb
Nordrhein-Westfalen,Orobanche rapum-genistae,3,not in naturadb
Nordrhein-Westfalen,Orobanche reticulata,3,not in naturadb
Nordrhein-Westfalen,Orthilia secunda,2,not in naturadb
Nordrhein-Westfalen,Papaver lecoqii,3,not in naturadb
Nordrhein-Westfalen,Parietaria officinalis,3,not in naturadb
Nordrhein-Westfalen,Persicaria lapathifolia ssp. leptoclada,0,not in naturadb
Nordrhein-Westfalen,Phleum arenarium,0,not in naturadb
Nordrhein-Westfalen,Phleum paniculatum,0,not in naturadb
Nordrhein-Westfalen,Pinguicula vulgaris,2,not in naturadb
Nordrhein-Westfalen,Plantago maritima,R,not in naturadb
Nordrhein-Westfalen,Platanthera muelleri,G,not in naturadb
Nordrhein-Westfalen,Poa bulbosa,2,not in naturadb
Nordrhein-Westfalen,Polycnemum arvense,0,not in naturadb
Nordrhein-Westfalen,Polygala serpyllifolia,3,not in naturadb
Nordrhein-Westfalen,Polystichum lonchitis,2,not in naturadb
Nordrhein-Westfalen,Potamogeton acutifolius,1,not in naturadb
Nordrhein-Westfalen,Potamogeton alpinus,2,not in naturadb
Nordrhein-Westfalen,Potamogeton coloratus,1,not in naturadb
Nordrhein-Westfalen,Potamogeton compressus,0,not in naturadb
Nordrhein-Westfalen,Potamogeton friesii,1,not in naturadb
Nordrhein-Westfalen,Potamogeton gramineus,2,not in naturadb
Nordrhein-Westfalen,Potamogeton nodosus,3,not in naturadb
Nordrhein-Westfalen,Potamogeton obtusifolius,2,not in naturadb
Nordrhein-Westfalen,Potamogeton perfoliatus,3,not in naturadb
Nordrhein-Westfalen,Potamogeton polygonifolius,3,not in naturadb
Nordrhein-Westfalen,Potamogeton praelongus,0,not in naturadb
Nordrhein-Westfalen,Potamogeton angustifolius,1,not in naturadb
Nordrhein-Westfalen,Potamogeton salicifolius,0,not in naturadb
Nordrhein-Westfalen,Potentilla heptaphylla,1,not in naturadb
Nordrhein-Westfalen,Pulicaria vulgaris,3,not in naturadb
Nordrhein-Westfalen,Pulmonaria montana,3,not in naturadb
Nordrhein-Westfalen,Pyrola media,1,not in naturadb
Nordrhein-Westfalen,Pyrola minor,3,not in naturadb
Nordrhein-Westfalen,Pyrola rotundifolia ssp. rotundifolia,2,not in naturadb
Nordrhein-Westfalen,Ranunculus circinatus,3,not in naturadb
Nordrhein-Westfalen,Ranunculus ololeucos,1,not in naturadb
Nordrhein-Westfalen,Ranunculus peltatus,3,not in naturadb
Nordrhein-Westfalen,Ranunculus penicillatus ssp. penicillatus,3,not in naturadb
Nordrhein-Westfalen,Ranunculus trichophyllus,3,not in naturadb
Nordrhein-Westfalen,Ranunculus auricomus,V,not in naturadb
Nordrhein-Westfalen,Ranunculus fluitans,3,not in naturadb
Nordrhein-Westfalen,Ranunculus hederaceus,2,not in naturadb
Nordrhein-Westfalen,Ranunculus platanifolius,3,not in naturadb
Nordrhein-Westfalen,Ranunculus sardous,3,not in naturadb
Nordrhein-Westfalen,Rosa caesia,2,not in naturadb
Nordrhein-Westfalen,Rosa gremlii,R,not in naturadb
Nordrhein-Westfalen,Rosa inodora,0,not in naturadb
Nordrhein-Westfalen,Rubus adscitus,1,not in naturadb
Nordrhein-Westfalen,Rubus agricastrorum,R,not in naturadb
Nordrhein-Westfalen,Rubus amisiensis,2,not in naturadb
Nordrhein-Westfalen,Rubus apricus,R,not in naturadb
Nordrhein-Westfalen,Rubus arrheniiformis,R,not in naturadb
Nordrhein-Westfalen,Rubus axillaris,R,not in naturadb
Nordrhein-Westfalen,Rubus bovinus,R,not in naturadb
Nordrhein-Westfalen,Rubus calothyrsus,R,not in naturadb
Nordrhein-Westfalen,Rubus calyculatus,R,not in naturadb
Nordrhein-Westfalen,Rubus canescens,R,not in naturadb
Nordrhein-Westfalen,Rubus chlorothyrsos,3,not in naturadb
Nordrhein-Westfalen,Rubus chloocladus,3,not in naturadb
Nordrhein-Westfalen,Rubus confusidens,3,not in naturadb
Nordrhein-Westfalen,Rubus constrictus,2,not in naturadb
Nordrhein-Westfalen,Rubus curvaciculatus,R,not in naturadb
Nordrhein-Westfalen,Rubus cuspidatus,R,not in naturadb
Nordrhein-Westfalen,Rubus deweveri,R,not in naturadb
Nordrhein-Westfalen,Rubus dissimulans,R,not in naturadb
Nordrhein-Westfalen,Rubus echinosepalus,R,not in naturadb
Nordrhein-Westfalen,Rubus egregius,2,not in naturadb
Nordrhein-Westfalen,Rubus euryanthemus,R,not in naturadb
Nordrhein-Westfalen,Rubus fasciculatus,3,not in naturadb
Nordrhein-Westfalen,Rubus flexuosus,R,not in naturadb
Nordrhein-Westfalen,Rubus costifolius,R,not in naturadb
Nordrhein-Westfalen,Rubus gelertii,R,not in naturadb
Nordrhein-Westfalen,Rubus gothicus,2,not in naturadb
Nordrhein-Westfalen,Rubus guestphalicoides,3,not in naturadb
Nordrhein-Westfalen,Rubus guestphalicus,R,not in naturadb
Nordrhein-Westfalen,Rubus hastiferus,R,not in naturadb
Nordrhein-Westfalen,Rubus hirtifolius,R,not in naturadb
Nordrhein-Westfalen,Rubus hystricopsis,2,not in naturadb
Nordrhein-Westfalen,Rubus incarnatus,3,not in naturadb
Nordrhein-Westfalen,Rubus insolatus,R,not in naturadb
Nordrhein-Westfalen,Rubus insularis,2,not in naturadb
Nordrhein-Westfalen,Rubus koehleri,R,not in naturadb
Nordrhein-Westfalen,Rubus leucandrus,2,not in naturadb
Nordrhein-Westfalen,Rubus leuciscanus,R,not in naturadb
Nordrhein-Westfalen,Rubus libertianus,1,not in naturadb
Nordrhein-Westfalen,Rubus lindebergii,R,not in naturadb
Nordrhein-Westfalen,Rubus maassii,R,not in naturadb
Nordrhein-Westfalen,Rubus muenteri,2,not in naturadb
Nordrhein-Westfalen,Rubus omalodontos,R,not in naturadb
Nordrhein-Westfalen,Rubus palaefolius,3,not in naturadb
Nordrhein-Westfalen,Rubus pedica,R,not in naturadb
Nordrhein-Westfalen,Rubus perdemissus,2,not in naturadb
Nordrhein-Westfalen,Rubus picticaulis,R,not in naturadb
Nordrhein-Westfalen,Rubus poliothyrsus,R,not in naturadb
Nordrhein-Westfalen,Rubus praticolor,R,not in naturadb
Nordrhein-Westfalen,Rubus pseudincisior,R,not in naturadb
Nordrhein-Westfalen,Rubus rhamnifolius,2,not in naturadb
Nordrhein-Westfalen,Rubus rhombifolius,R,not in naturadb
Nordrhein-Westfalen,Rubus rhytidophyllus,R,not in naturadb
Nordrhein-Westfalen,Rubus rufescens,R,not in naturadb
Nordrhein-Westfalen,Rubus saxicola,R,not in naturadb
Nordrhein-Westfalen,Rubus scaber,1,not in naturadb
Nordrhein-Westfalen,Rubus tiliaster,R,not in naturadb
Nordrhein-Westfalen,Rubus transvestitus,R,not in naturadb
Nordrhein-Westfalen,Rubus trichanthus,R,not in naturadb
Nordrhein-Westfalen,Rubus uncimontanus,R,not in naturadb
Nordrhein-Westfalen,Scheuchzeria palustris,0,not in naturadb
Nordrhein-Westfalen,Schoenoplectus triqueter,0,not in naturadb
Nordrhein-Westfalen,Scleranthus polycarpos,3,not in naturadb
Nordrhein-Westfalen,Scorzonera laciniata,0,not in naturadb
Nordrhein-Westfalen,Scutellaria hastifolia,0,not in naturadb
Nordrhein-Westfalen,Sedum villosum,0,not in naturadb
Nordrhein-Westfalen,Senecio erraticus,3,not in naturadb
Nordrhein-Westfalen,Silene conica,0,not in naturadb
Nordrhein-Westfalen,Silene nemoralis,0,not in naturadb
Nordrhein-Westfalen,Sparganium angustifolium,1,not in naturadb
Nordrhein-Westfalen,Spergula morisonii,3,not in naturadb
Nordrhein-Westfalen,Spergularia segetalis,0,not in naturadb
Nordrhein-Westfalen,Spiranthes spiralis,0,not in naturadb
Nordrhein-Westfalen,Stellaria crassifolia,0,not in naturadb
Nordrhein-Westfalen,Stellaria palustris,2,not in naturadb
Nordrhein-Westfalen,Taraxacum anglicum,0,not in naturadb
Nordrhein-Westfalen,Taraxacum balticum,0,not in naturadb
Nordrhein-Westfalen,Taraxacum bavaricum,2,not in naturadb
Nordrhein-Westfalen,Taraxacum frisicum,0,not in naturadb
Nordrhein-Westfalen,Taraxacum gelricum,0,not in naturadb
Nordrhein-Westfalen,Taraxacum germanicum,0,not in naturadb
Nordrhein-Westfalen,Taraxacum hollandicum,2,not in naturadb
Nordrhein-Westfalen,Taraxacum palustre,1,not in naturadb
Nordrhein-Westfalen,Taraxacum pauckertianum,0,not in naturadb
Nordrhein-Westfalen,Taraxacum sect.,3,not in naturadb
Nordrhein-Westfalen,Taraxacum subalpinum,2,not in naturadb
Nordrhein-Westfalen,Teesdalia nudicaulis,3,not in naturadb
Nordrhein-Westfalen,Thymelaea passerina,0,not in naturadb
Nordrhein-Westfalen,Torilis arvensis,2,not in naturadb
Nordrhein-Westfalen,Tragopogon orientalis,3,not in naturadb
Nordrhein-Westfalen,Trichomanes speciosum,R,not in naturadb
Nordrhein-Westfalen,Trichophorum foersteri,0,not in naturadb
Nordrhein-Westfalen,Trifolium aureum,3,not in naturadb
Nordrhein-Westfalen,Trifolium fragiferum,3,not in naturadb
Nordrhein-Westfalen,Trifolium ochroleucon,1,not in naturadb
Nordrhein-Westfalen,Trifolium striatum,2,not in naturadb
Nordrhein-Westfalen,Triglochin palustris,2,not in naturadb
Nordrhein-Westfalen,Turgenia latifolia,0,not in naturadb
Nordrhein-Westfalen,Utricularia australis,3,not in naturadb
Nordrhein-Westfalen,Utricularia bremii,0,not in naturadb
Nordrhein-Westfalen,Utricularia minor,2,not in naturadb
Nordrhein-Westfalen,Utricularia stygia,0,not in naturadb
Nordrhein-Westfalen,Vaccaria hispanica,0,not in naturadb
Nordrhein-Westfalen,Valeriana pratensis ssp. angustifolia,3,not in naturadb
Nordrhein-Westfalen,Ventenata dubia,0,not in naturadb
Nordrhein-Westfalen,Veronica agrestis,3,not in naturadb
Nordrhein-Westfalen,Veronica dillenii,1,not in naturadb
Nordrhein-Westfalen,Veronica maritima,2,not in naturadb
Nordrhein-Westfalen,Veronica opaca,2,not in naturadb
Nordrhein-Westfalen,Veronica praecox,2,not in naturadb
Nordrhein-Westfalen,Veronica scutellata,3,not in naturadb
Nordrhein-Westfalen,Veronica triphyllos,2,not in naturadb
Nordrhein-Westfalen,Veronica verna,1,not in naturadb
Nordrhein-Westfalen,Vicia lathyroides,2,not in naturadb
Nordrhein-Westfalen,Viola stagnina,0,not in naturadb
Nordrhein-Westfalen,Vulpia bromoides,3,not in naturadb
Nordrhein-Westfalen,Wahlenbergia hederacea,0,not in naturadb
Nordrhein-Westfalen,Wolffia arrhiza,1,not in naturadb
Nordrhein-Westfalen,Xanthium strumarium,0,not in naturadb
Nordrhein-Westfalen,Zannichellia palustris ssp. pedicellata,2,not in naturadb
Rheinland-Pfalz,Aceras anthropophorum,2,not in naturadb
Rheinland-Pfalz,Adonis flammea,0,not in naturadb
Rheinland-Pfalz,Agropyron maritimum,G,not in naturadb
Rheinland-Pfalz,Agropyron pungens,G,not in naturadb
Rheinland-Pfalz,Agropyron pycnanthum,G,not in naturadb
Rheinland-Pfalz,Aira praecox,3,not in naturadb
Rheinland-Pfalz,Ajuga pyramidalis,2,not in naturadb
Rheinland-Pfalz,Alisma gramineum,3,not in naturadb
Rheinland-Pfalz,Alopecurus rendlei,0,not in naturadb
Rheinland-Pfalz,Alopecurus utriculatus,0,not in naturadb
Rheinland-Pfalz,Althaea hirsuta,2,not in naturadb
Rheinland-Pfalz,Anacamptis pyramidalis,2,not in naturadb
Rheinland-Pfalz,Anagallis minima,3,not in naturadb
Rheinland-Pfalz,Androsace elongata,2,not in naturadb
Rheinland-Pfalz,Androsace maxima,0,not in naturadb
Rheinland-Pfalz,Anthemis cotula,2,not in naturadb
Rheinland-Pfalz,Anthriscus caucalis,3,not in naturadb
Rheinland-Pfalz,Anthriscus nitida,G,not in naturadb
Rheinland-Pfalz,Apium repens,0,not in naturadb
Rheinland-Pfalz,Arabis auriculata,3,not in naturadb
Rheinland-Pfalz,Arabis nemorensis,2,not in naturadb
Rheinland-Pfalz,Arabis planisiliqua,2,not in naturadb
Rheinland-Pfalz,Arabis recta,3,not in naturadb
Rheinland-Pfalz,Armeria elongata,0,not in naturadb
Rheinland-Pfalz,Armeria elongata ssp. elongata,0,not in naturadb
Rheinland-Pfalz,Arnoseris minima,2,not in naturadb
Rheinland-Pfalz,Asperugo procumbens,0,not in naturadb
Rheinland-Pfalz,Asperula arvensis,0,not in naturadb
Rheinland-Pfalz,Asplenium billotii,G,not in naturadb
Rheinland-Pfalz,Asplenium obovatum,G,not in naturadb
Rheinland-Pfalz,Astragalus danicus,0,not in naturadb
Rheinland-Pfalz,Bassia laniflora,1,not in naturadb
Rheinland-Pfalz,Bidens radiata,3,not in naturadb
Rheinland-Pfalz,Blackstonia acuminata,2,not in naturadb
Rheinland-Pfalz,Blackstonia perfoliata,0,not in naturadb
Rheinland-Pfalz,Blysmus compressus,2,not in naturadb
Rheinland-Pfalz,Bothriochloa ischaemum,3,not in naturadb
Rheinland-Pfalz,Botrychium lunaria,3,not in naturadb
Rheinland-Pfalz,Botrychium matricariifolium,1,not in naturadb
Rheinland-Pfalz,Bromus racemosus,3,not in naturadb
Rheinland-Pfalz,Bromus secalinus,2,not in naturadb
Rheinland-Pfalz,Bromus secalinus ssp. secalinus,2,not in naturadb
Rheinland-Pfalz,Bupleurum tenuissimum,0,not in naturadb
Rheinland-Pfalz,Calamagrostis stricta,2,not in naturadb
Rheinland-Pfalz,Calepina irregularis,2,not in naturadb
Rheinland-Pfalz,Camelina alyssum,0,not in naturadb
Rheinland-Pfalz,Campanula baumgartenii,3,not in naturadb
Rheinland-Pfalz,Carex appropinquata,2,not in naturadb
Rheinland-Pfalz,Carex binervis,3,not in naturadb
Rheinland-Pfalz,Carex bohemica,3,not in naturadb
Rheinland-Pfalz,Carex buxbaumii,2,not in naturadb
Rheinland-Pfalz,Carex cespitosa,3,not in naturadb
Rheinland-Pfalz,Carex chordorrhiza,0,not in naturadb
Rheinland-Pfalz,Carex depauperata,0,not in naturadb
Rheinland-Pfalz,Carex dioica,0,not in naturadb
Rheinland-Pfalz,Carex distans,3,not in naturadb
Rheinland-Pfalz,Carex hallerana,2,not in naturadb
Rheinland-Pfalz,Carex halleriana,2,not in naturadb
Rheinland-Pfalz,Carex hartmanii,2,not in naturadb
Rheinland-Pfalz,Carex hordeistichos,0,not in naturadb
