Bundesland,Wissenschaftlicher Name,Gefährdung
Hamburg,Verbascum densiflorum,3
Hamburg,Verbena officinalis,1
Hamburg,Veronica agrestis,2
Hamburg,Veronica anagallis-aquatica,3
Hamburg,Veronica anagallis-aquatica,2
Hamburg,Veronica catenata,3
Hamburg,Veronica maritima,1
Hamburg,Veronica montana,3
Hamburg,Veronica opaca,0
Hamburg,Veronica polita,1
Hamburg,Veronica prostrata,0
Hamburg,Veronica scutellata,2
Hamburg,Veronica spicata,0
Hamburg,Veronica triphyllos,1
Hamburg,Veronica verna,0
Hamburg,Vicia cassubica,0
Hamburg,Vicia lathyroides,2
Hamburg,Vicia tenuifolia,1
Hamburg,Vicia villosa,V
Hamburg,Vincetoxicum hirundinaria,R
Hamburg,Viola canina,1
Hamburg,Viola hirta,0
Hamburg,Viola palustris,2
Hamburg,Viola reichenbachiana,3
Hamburg,Viola stagnina,0
Hamburg,Vulpia bromoides,1
Hamburg,Zannichellia palustris,1
Hessen,Aceras anthropophorum,3
Hessen,Achillea nobilis,3
Hessen,Aconitum lycoctonum ssp. vulparia,3
Hessen,Aconitum napellus ssp. lusitanicum,V
Hessen,Adonis aestivalis,2
Hessen,Adonis flammea,0
Hessen,Agrostemma githago,1
Hessen,Agrostis vinealis,V
Hessen,Aira caryophyllea ssp. caryophyllea,V
Hessen,Aira praecox,2
Hessen,Ajuga chamaepitys,2
Hessen,Alchemilla connivens,R
Hessen,Alchemilla glaucescens,V
Hessen,Alchemilla glomerulans,R
Hessen,Alchemilla plicata,R
Hessen,Alisma gramineum,3
Hessen,Allium angulosum,2
Hessen,Allium lusitanicum,R
Hessen,Allium rotundum,3
Hessen,Allium scorodoprasum,V
Hessen,Allium sphaerocephalon,3
Hessen,Allium strictum,2
Hessen,Althaea hirsuta,2
Hessen,Althaea officinalis,3
Hessen,Alyssum alyssoides,V
Hessen,Alyssum montanum ssp. gmelinii,1
Hessen,Alyssum montanum ssp. montanum,R
Hessen,Anacamptis pyramidalis,2
Hessen,Anagallis foemina,3
Hessen,Andromeda polifolia,2
Hessen,Androsace elongata,1
Hessen,Androsace maxima,0
Hessen,Androsace septentrionalis,0
Hessen,Anemone sylvestris,3
Hessen,Antennaria dioica,2
Hessen,Anthemis arvensis,V
Hessen,Anthemis cotula,2
Hessen,Anthericum liliago,3
Hessen,Anthericum ramosum,3
Hessen,Anthriscus caucalis,3
Hessen,Aphanes australis,3
Hessen,Apium graveolens,0
Hessen,Aquilegia vulgaris,3
Hessen,Arabis nemorensis,2
Hessen,Arabis sagittata,G
Hessen,Arctostaphylos uva-ursi,0
Hessen,Aristolochia clematitis,V
Hessen,Armeria maritima ssp. elongata,3
Hessen,Arnica montana,2
Hessen,Arnoseris minima,2
Hessen,Aruncus dioicus,V
Hessen,Asperugo procumbens,0
Hessen,Asperula arvensis,0
Hessen,Asperula cynanchica,V
Hessen,Asperula tinctoria,0
Hessen,Asplenium adiantum-nigrum,V
Hessen,Asplenium fontanum,0
Hessen,Asplenium scolopendrium,R
Hessen,Asplenium trichomanes ssp. pachyrachis,R
Hessen,Asplenium viride,2
Hessen,Aster amellus,2
Hessen,Astragalus cicer,3
Hessen,Astragalus danicus,0
Hessen,Avena strigosa,0
Hessen,Barbarea stricta,V
Hessen,Bassia laniflora,3
Hessen,Betonica officinalis,V
Hessen,Biscutella laevigata ssp. varia,R
Hessen,Blackstonia acuminata,0
Hessen,Blackstonia perfoliata,0
Hessen,Blysmus compressus,1
Hessen,Bolboschoenus maritimus,R
Hessen,Bolboschoenus planiculmis,0
Hessen,Bothriochloa ischaemum,0
Hessen,Botrychium lunaria,3
Hessen,Botrychium matricariifolium,1
Hessen,Brassica nigra,V
Hessen,Briza media,V
Hessen,Bromus arvensis ssp. arvensis,3
Hessen,Bromus arvensis ssp. parviflorus,G
Hessen,Bromus commutatus ssp. commutatus,3
Hessen,Bromus grossus,0
Hessen,Bromus racemosus,3
Hessen,Bryonia alba,2
Hessen,Buglossoides arvensis ssp. arvensis,3
Hessen,Buglossoides incrassata ssp. splitgerberi,G
Hessen,Buglossoides purpurocaerulea,V
Hessen,Bunium bulbocastanum,V
Hessen,Bupleurum falcatum,V
Hessen,Bupleurum rotundifolium,1
Hessen,Bupleurum tenuissimum,0
Hessen,Butomus umbellatus,V
Hessen,Calamagrostis phragmitoides,R
Hessen,Calamagrostis pseudophragmites,0
Hessen,Calamintha menthifolia,3
Hessen,Caldesia parnassifolia,0
Hessen,Calendula arvensis,0
Hessen,Calla palustris,3
Hessen,Callitriche cophocarpa,3
Hessen,Callitriche palustris,G
Hessen,Camelina alyssum,0
Hessen,Camelina microcarpa,3
Hessen,Campanula baumgartenii,V
Hessen,Campanula cervicaria,2
Hessen,Campanula glomerata,V
Hessen,Campanula patula,V
Hessen,Cardamine parviflora,R
Hessen,Carduus defloratus,R
Hessen,Carex alba,R
Hessen,Carex appropinquata,2
Hessen,Carex bohemica,R
Hessen,Carex canescens,3
Hessen,Carex cespitosa,2
Hessen,Carex chordorrhiza,0
Hessen,Carex davalliana,2
Hessen,Carex diandra,1
Hessen,Carex dioica,0
Hessen,Carex distans,2
Hessen,Carex divulsa,R
Hessen,Carex echinata,V
Hessen,Carex elata,V
Hessen,Carex ericetorum,3
Hessen,Carex flava,2
Hessen,Carex hartmanii,3
Hessen,Carex hordeistichos,1
Hessen,Carex hostiana,1
Hessen,Carex lasiocarpa,2
Hessen,Carex lepidocarpa,2
Hessen,Carex limosa,1
Hessen,Carex ornithopoda,V
Hessen,Carex otrubae,V
Hessen,Carex panicea,V
Hessen,Carex paniculata,V
Hessen,Carex praecox,V
Hessen,Carex pseudocyperus,3
Hessen,Carex pulicaris,2
Hessen,Carex rostrata,V
Hessen,Carex supina,0
Hessen,Carex tomentosa,3
Hessen,Carex vesicaria,V
Hessen,Carex viridula,3
Hessen,Carex vulpina,3
Hessen,Carlina acaulis ssp. caulescens,3
Hessen,Catabrosa aquatica,2
Hessen,Caucalis platycarpos,2
Hessen,Centaurea pseudophrygia,3
Hessen,Centaurium pulchellum,3
Hessen,Centunculus minimus,2
Hessen,Cephalanthera longifolia,3
Hessen,Cephalanthera rubra,3
Hessen,Cerastium dubium,R
Hessen,Ceratophyllum platyacanthum,0
Hessen,Cervaria rivini,V
Hessen,Chenopodium bonus-henricus,2
Hessen,Chenopodium glaucum,V
Hessen,Chenopodium murale,2
Hessen,Chenopodium opulifolium,3
Hessen,Chenopodium urbicum,1
Hessen,Chenopodium vulvaria,1
Hessen,Chimaphila umbellata,1
Hessen,Cicendia filiformis,0
Hessen,Cicerbita alpina,R
Hessen,Cicuta virosa,3
Hessen,Cirsium acaule,V
Hessen,Cirsium eriophorum,3
Hessen,Cirsium heterophyllum,R
Hessen,Cirsium tuberosum,3
Hessen,Clematis recta,0
Hessen,Cochlearia officinalis,0
Hessen,Cochlearia pyrenaica,1
Hessen,Coeloglossum viride,2
Hessen,Comarum palustre,2
Hessen,Conringia orientalis,2
Hessen,Consolida regalis,3
Hessen,Corallorhiza trifida,3
Hessen,Coronilla coronata,R
Hessen,Coronilla vaginalis,R
Hessen,Corrigiola litoralis,3
Hessen,Corynephorus canescens,3
Hessen,Crepis foetida,G
Hessen,Crepis mollis,3
Hessen,Crepis praemorsa,2
Hessen,Crepis pulchra,R
Hessen,Crepis tectorum,V
Hessen,Cuscuta epilinum,0
Hessen,Cuscuta epithymum,3
Hessen,Cyperus flavescens,0
Hessen,Cyperus fuscus,V
Hessen,Cypripedium calceolus,2
Hessen,Dactylorhiza fuchsii,3
Hessen,Dactylorhiza incarnata,2
Hessen,Dactylorhiza majalis,3
Hessen,Dactylorhiza sambucina,0
Hessen,Danthonia decumbens,V
Hessen,Daphne cneorum,0
Hessen,Dianthus carthusianorum,V
Hessen,Dianthus deltoides,V
Hessen,Dianthus gratianopolitanus,3
Hessen,Dianthus superbus,2
Hessen,Dictamnus albus,2
Hessen,Digitalis grandiflora,V
Hessen,Diphasiastrum alpinum,0
Hessen,Diphasiastrum complanatum,1
Hessen,Diphasiastrum issleri,0
Hessen,Diphasiastrum oellgaardii,1
Hessen,Diphasiastrum tristachyum,2
Hessen,Diphasiastrum zeilleri,2
Hessen,Draba praecox,V
Hessen,Drosera anglica,0
Hessen,Drosera intermedia,0
Hessen,Drosera rotundifolia,2
Hessen,Dryas octopetala,0
Hessen,Drymocallis rupestris,2
Hessen,Dryopteris cristata,1
Hessen,Dryopteris expansa,R
Hessen,Elatine alsinastrum,1
Hessen,Elatine hexandra,3
Hessen,Elatine hydropiper,R
Hessen,Elatine triandra,2
Hessen,Eleocharis acicularis,V
Hessen,Eleocharis ovata,G
Hessen,Eleocharis quinqueflora,2
Hessen,Eleocharis uniglumis,3
Hessen,Empetrum nigrum,2
Hessen,Epilobium nutans,0
Hessen,Epilobium palustre,V
Hessen,Epipactis atrorubens,V
Hessen,Epipactis palustris,2
Hessen,Epipogium aphyllum,2
Hessen,Equisetum pratense,R
Hessen,Equisetum xtrachyodon,0
Hessen,Equisetum variegatum,0
Hessen,Erica tetralix,3
Hessen,Erigeron acris ssp. serotinus,V
Hessen,Eriophorum angustifolium,3
Hessen,Eriophorum gracile,0
Hessen,Eriophorum latifolium,2
Hessen,Eriophorum vaginatum,3
Hessen,Erucastrum gallicum,3
Hessen,Eryngium campestre,V
Hessen,Erysimum crepidifolium,0
Hessen,Euphorbia falcata,1
Hessen,Euphorbia palustris,3
Hessen,Euphorbia platyphyllos,3
Hessen,Euphorbia seguieriana,2
Hessen,Euphrasia frigida,2
Hessen,Euphrasia micrantha,1
Hessen,Euphrasia nemorosa,2
Hessen,Euphrasia officinalis ssp. rostkoviana,3
Hessen,Euphrasia stricta,V
Hessen,Festuca albensis,3
Hessen,Festuca csikhegyensis,R
Hessen,Festuca heteromalla,3
Hessen,Festuca rupicola,V
Hessen,Filago arvensis,3
Hessen,Filago gallica,0
Hessen,Filago lutescens,2
Hessen,Filago minima,3
Hessen,Filago germanica,2
Hessen,Filipendula vulgaris,3
Hessen,Fumana procumbens,2
Hessen,Fumaria parviflora,2
Hessen,Gagea minima,R
Hessen,Gagea pratensis,V
Hessen,Gagea villosa,V
Hessen,Galatella linosyris,3
Hessen,Galeopsis ladanum,2
Hessen,Galeopsis pubescens,3
Hessen,Galium boreale,3
Hessen,Galium parisiense,0
Hessen,Galium pumilum,V
Hessen,Galium spurium,G
Hessen,Galium tricornutum,1
Hessen,Genista germanica,3
Hessen,Genista sagittalis,V
Hessen,Gentiana cruciata,2
Hessen,Gentiana pneumonanthe,1
Hessen,Gentiana verna,0
Hessen,Gentianella campestris,2
Hessen,Gentianella germanica,2
Hessen,Gentianopsis ciliata,3
Hessen,Geranium lucidum,R
Hessen,Geranium rotundifolium,V
Hessen,Geranium sanguineum,V
Hessen,Geum rivale,V
Hessen,Gladiolus palustris,0
Hessen,Glaux maritima,3
Hessen,Glebionis segetum,3
Hessen,Globularia bisnagarica,0
Hessen,Goodyera repens,2
Hessen,Gratiola officinalis,1
Hessen,Groenlandia densa,2
Hessen,Gymnadenia conopsea ssp. conopsea,V
Hessen,Gypsophila muralis,V
Hessen,Hammarbya paludosa,0
Hessen,Helianthemum nummularium ssp. nummularium,V
Hessen,Helichrysum arenarium,3
Hessen,Helictotrichon pratense,V
Hessen,Heliotropium europaeum,2
Hessen,Helosciadium nodiflorum,3
Hessen,Helosciadium repens,0
Hessen,Herminium monorchis,2
Hessen,Hieracium bifidum,R
Hessen,Hieracium diaphanoides,R
Hessen,Hieracium flagelliferum,G
Hessen,Hieracium hypochoeroides,R
Hessen,Hieracium onosmoides,R
Hessen,Hieracium prenanthoides,0
Hessen,Hieracium saxifragum,R
Hessen,Hieracium schmidtii,R
Hessen,Hieracium vasconicum,R
Hessen,Hippocrepis comosa,V
Hessen,Hippuris vulgaris,3
Hessen,Hordeum secalinum,3
Hessen,Hottonia palustris,3
Hessen,Huperzia selago,3
Hessen,Hydrocharis morsus-ranae,3
Hessen,Hydrocotyle vulgaris,3
Hessen,Hylotelephium vulgare,R
Hessen,Hyoscyamus niger,3
Hessen,Hypericum elodes,0
Hessen,Hypochaeris glabra,1
Hessen,Hypochaeris maculata,2
Hessen,Iberis amara,0
Hessen,Illecebrum verticillatum,0
Hessen,Inula britannica,3
Hessen,Inula hirta,2
Hessen,Inula salicina,V
Hessen,Iris sibirica,2
Hessen,Iris spuria,3
Hessen,Isolepis setacea,V
Hessen,Jasione montana,V
Hessen,Juncus alpinoarticulatus,2
Hessen,Juncus capitatus,1
Hessen,Juncus filiformis,3
Hessen,Juncus gerardii,3
Hessen,Juncus ranarius,G
Hessen,Juncus sphaerocarpus,0
Hessen,Juncus squarrosus,3
Hessen,Juncus subnodulosus,3
Hessen,Juncus tenageia,0
Hessen,Juniperus communis,V
Hessen,Jurinea cyanoides,3
Hessen,Kickxia elatine,3
Hessen,Kickxia spuria,3
Hessen,Koeleria glauca,2
Hessen,Koeleria macrantha,3
Hessen,Lactuca saligna,0
Hessen,Laphangium luteoalbum,2
Hessen,Lappula squarrosa,0
Hessen,Laser trilobum,R
Hessen,Laserpitium latifolium,R
Hessen,Laserpitium prutenicum,0
Hessen,Lathyrus hirsutus,3
Hessen,Lathyrus niger,3
Hessen,Lathyrus nissolia,2
Hessen,Lathyrus palustris,2
Hessen,Leersia oryzoides,V
Hessen,Legousia hybrida,2
Hessen,Legousia speculum-veneris,2
Hessen,Leontodon hispidus ssp. hyoseroides,R
Hessen,Leonurus cardiaca ssp. cardiaca,2
Hessen,Lepidium coronopus,V
Hessen,Leucojum vernum,3
Hessen,Lilium martagon,V
Hessen,Limosella aquatica,V
Hessen,Linaria arvensis,1
Hessen,Lindernia procumbens,0
Hessen,Linnaea borealis,0
Hessen,Linum leonii,R
Hessen,Linum perenne,3
Hessen,Linum tenuifolium,2
Hessen,Liparis loeselii,0
Hessen,Lithospermum officinale,3
Hessen,Littorella uniflora,2
Hessen,Lolium remotum,0
Hessen,Lolium temulentum,0
Hessen,Lotus maritimus,3
Hessen,Lotus tenuis,V
Hessen,Ludwigia palustris,0
Hessen,Luronium natans,0
Hessen,Lychnis viscaria,3
Hessen,Lycopodiella inundata,2
Hessen,Lycopodium annotinum,V
Hessen,Lycopodium clavatum,3
Hessen,Lycopus exaltatus,0
Hessen,Lysimachia thyrsiflora,0
Hessen,Lythrum hyssopifolia,2
Hessen,Malus sylvestris,V
Hessen,Malva pusilla,2
Hessen,Marrubium vulgare,1
Hessen,Marsilea quadrifolia,0
Hessen,Medicago minima,3
Hessen,Melampyrum arvense,3
Hessen,Melampyrum cristatum,2
Hessen,Melampyrum sylvaticum,1
Hessen,Melica picta,0
Hessen,Melilotus dentatus,0
Hessen,Melittis melissophyllum,0
Hessen,Mentha pulegium,2
Hessen,Mentha suaveolens,G
Hessen,Menyanthes trifoliata,3
Hessen,Meum athamanticum,2
Hessen,Mibora minima,2
Hessen,Minuartia hybrida ssp. tenuifolia,3
Hessen,Minuartia rubra,0
Hessen,Minuartia viscosa,0
Hessen,Misopates orontium,3
Hessen,Moenchia erecta,2
Hessen,Moneses uniflora,2
Hessen,Montia fontana ssp. amporitana,3
Hessen,Montia fontana ssp. chondrosperma,V
Hessen,Montia fontana ssp. fontana,3
Hessen,Muscari comosum,3
Hessen,Muscari neglectum,3
Hessen,Myosotis discolor,V
Hessen,Najas marina ssp. marina,3
Hessen,Najas minor,3
Hessen,Nardus stricta,V
Hessen,Nepeta cataria,3
Hessen,Neslia paniculata,1
Hessen,Nigella arvensis,1
Hessen,Noccaea caerulescens ssp. calaminaris,V
Hessen,Nymphaea alba,3
Hessen,Nymphoides peltata,2
Hessen,Odontites luteus,2
Hessen,Odontites vernus,2
Hessen,Oenanthe aquatica,V
Hessen,Oenanthe fistulosa,2
Hessen,Oenanthe lachenalii,1
Hessen,Oenanthe peucedanifolia,2
Hessen,Oenanthe silaifolia,0
Hessen,Onobrychis arenaria,0
Hessen,Ononis spinosa,V
Hessen,Onopordum acanthium,V
Hessen,Ophioglossum vulgatum,2
Hessen,Ophrys apifera,V
Hessen,Ophrys araneola,0
Hessen,Ophrys holoserica,1
Hessen,Ophrys insectifera,V
Hessen,Ophrys sphegodes,0
Hessen,Orchis coriophora,0
Hessen,Orchis mascula,V
Hessen,Orchis militaris,3
Hessen,Orchis morio,2
Hessen,Orchis pallens,V
Hessen,Orchis palustris,0
Hessen,Orchis purpurea,3
Hessen,Orchis tridentata,V
Hessen,Orchis ustulata ssp. ustulata,2
Hessen,Orlaya grandiflora,0
Hessen,Ornithopus perpusillus,V
Hessen,Orobanche alba,2
Hessen,Orobanche alsatica ssp. libanotidis,R
Hessen,Orobanche amethystea,0
Hessen,Orobanche arenaria,2
Hessen,Orobanche caryophyllacea,3
Hessen,Orobanche elatior,2
Hessen,Orobanche hederae,R
Hessen,Orobanche lutea,3
Hessen,Orobanche picridis,1
Hessen,Orobanche purpurea,3
Hessen,Orobanche ramosa,0
Hessen,Orobanche rapum-genistae,3
Hessen,Orobanche reticulata,R
Hessen,Orthilia secunda,3
Hessen,Osmunda regalis,2
Hessen,Parietaria officinalis,3
Hessen,Parnassia palustris,2
Hessen,Pedicularis palustris,1
Hessen,Pedicularis sylvatica,2
Hessen,Peplis portula,3
Hessen,Peucedanum alsaticum,2
Hessen,Peucedanum officinale,3
Hessen,Peucedanum oreoselinum,2
Hessen,Peucedanum palustre,3
Hessen,Phleum arenarium,3
Hessen,Phleum paniculatum,2
Hessen,Phleum phleoides,3
Hessen,Phyteuma orbiculare,2
Hessen,Pilosella auriculoides,3
Hessen,Pilosella bauhini,V
Hessen,Pilosella calodon,R
Hessen,Pilosella cymosa,V
Hessen,Pilosella erythrochrista,R
Hessen,Pilosella fallacina,R
Hessen,Pilosella flagellaris,R
Hessen,Pilosella glomerata,R
Hessen,Pilosella guthnickiana,R
Hessen,Pilosella lactucella,3
Hessen,Pilosella leptophyton,R
Hessen,Pilosella peleteriana,G
Hessen,Pilosella rothiana,0
Hessen,Pilosella setigera,3
Hessen,Pilosella ziziana,R
Hessen,Pilularia globulifera,1
Hessen,Pinguicula vulgaris,1
Hessen,Plantago maritima,2
Hessen,Platanthera bifolia,3
Hessen,Pleurospermum austriacum,R
Hessen,Poa badensis,2
Hessen,Polemonium caeruleum,G
Hessen,Polycnemum arvense,0
Hessen,Polycnemum majus,0
Hessen,Polygala amarella,3
Hessen,Polygala comosa,V
Hessen,Polygala serpyllifolia,3
Hessen,Polygala vulgaris ssp. collina,R
Hessen,Polygala vulgaris ssp. oxyptera,V
Hessen,Polystichum braunii,1
Hessen,Polystichum setiferum,2
Hessen,Populus nigra,3
Hessen,Potamogeton acutifolius,3
Hessen,Potamogeton alpinus,2
Hessen,Potamogeton xangustifolius,G
Hessen,Potamogeton coloratus,0
Hessen,Potamogeton friesii,0
Hessen,Potamogeton gramineus,0
Hessen,Potamogeton perfoliatus,3
Hessen,Potamogeton polygonifolius,2
Hessen,Potamogeton praelongus,0
Hessen,Potamogeton pusillus,3
Hessen,Potamogeton trichoides,3
Hessen,Potentilla alba,2
Hessen,Potentilla heptaphylla,2
Hessen,Potentilla cinerea ssp. incana,3
Hessen,Potentilla micrantha,R
Hessen,Potentilla xsubarenaria,3
Hessen,Primula veris,V
Hessen,Prunella grandiflora,V
Hessen,Prunella laciniata,2
Hessen,Prunus padus ssp. petraea,R
Hessen,Pseudorchis albida,1
Hessen,Puccinellia distans ssp. fontana,3
Hessen,Pulicaria dysenterica,3
Hessen,Pulicaria vulgaris,3
Hessen,Pulmonaria angustifolia,0
Hessen,Pulmonaria mollis,1
Hessen,Pulmonaria montana,V
Hessen,Pulsatilla vulgaris,3
Hessen,Pyrola chlorantha,2
Hessen,Pyrola media,1
Hessen,Pyrola minor,V
Hessen,Pyrola rotundifolia,3
Hessen,Pyrus pyraster,V
Hessen,Quercus xcalvescens,R
Hessen,Radiola linoides,1
Hessen,Ranunculus arvensis,2
Hessen,Ranunculus circinatus,3
Hessen,Ranunculus hederaceus,1
Hessen,Ranunculus lingua,2
Hessen,Ranunculus polyanthemos ssp. polyanthemoides,V
Hessen,Ranunculus rionii,R
Hessen,Rhinanthus alectorolophus,V
Hessen,Rhinanthus glacialis,2
Hessen,Rhinanthus serotinus,2
Hessen,Rhynchospora alba,1
Hessen,Rhynchospora fusca,0
Hessen,Rosa agrestis,3
Hessen,Rosa caesia,3
Hessen,Rosa elliptica,3
Hessen,Rosa gallica,2
Hessen,Rosa inodora,3
Hessen,Rosa marginata,2
Hessen,Rosa micrantha,3
Hessen,Rosa sherardii,R
Hessen,Rumex maritimus,V
Hessen,Ruppia maritima,0
Hessen,Sagina nodosa,1
Hessen,Salicornia europaea ssp. brachystachya,0
Hessen,Salix repens,2
Hessen,Salvinia natans,0
Hessen,Samolus valerandi,3
Hessen,Saxifraga rosacea ssp. rosacea,R
Hessen,Saxifraga rosacea ssp. sponhemica,1
Hessen,Scabiosa canescens,3
Hessen,Scabiosa columbaria,V
Hessen,Scabiosa ochroleuca,G
Hessen,Scandix pecten-veneris,1
Hessen,Scheuchzeria palustris,0
Hessen,Schoenoplectus lacustris,V
Hessen,Schoenoplectus supinus,0
Hessen,Schoenoplectus tabernaemontani,3
Hessen,Schoenoplectus triqueter,0
Hessen,Schoenus nigricans,0
Hessen,Scleranthus perennis,V
Hessen,Scleranthus verticillatus,2
Hessen,Sclerochloa dura,0
Hessen,Scorzonera hispanica,3
Hessen,Scorzonera humilis,1
Hessen,Scorzonera laciniata,0
Hessen,Scorzonera purpurea,0
Hessen,Scrophularia auriculata,0
Hessen,Scutellaria hastifolia,2
Hessen,Scutellaria minor,3
Hessen,Sedum villosum,2
Hessen,Selinum carvifolia,3
Hessen,Selinum dubium,2
Hessen,Senecio aquaticus,3
Hessen,Senecio paludosus,V
Hessen,Serratula tinctoria,2
Hessen,Seseli annuum,2
Hessen,Seseli libanotis,3
Hessen,Sherardia arvensis,V
Hessen,Silene armeria,R
Hessen,Silene baccifera,3
Hessen,Silene conica,3
Hessen,Silene gallica,0
Hessen,Silene nemoralis,0
Hessen,Silene noctiflora,3
Hessen,Silene otites,3
Hessen,Sisymbrium strictissimum,3
Hessen,Sium latifolium,3
Hessen,Sonchus palustris,0
Hessen,Sorbus domestica,3
Hessen,Sparganium natans,2
Hessen,Spergula morisonii,3
Hessen,Spergula pentandra,2
Hessen,Spergularia segetalis,0
Hessen,Spiranthes aestivalis,0
Hessen,Spiranthes spiralis,2
Hessen,Stachys alpina,V
Hessen,Stachys annua,2
Hessen,Stachys arvensis,2
Hessen,Stachys recta,V
Hessen,Stellaria palustris,3
Hessen,Stipa capillata,3
Hessen,Stipa pennata,2
Hessen,Succisa pratensis,V
Hessen,Tanacetum corymbosum,V
Hessen,Taraxacum sectio,V
Hessen,Taraxacum nordstedtii,3
Hessen,Taraxacum bavaricum,0
Hessen,Taraxacum germanicum,2
Hessen,Taraxacum hollandicum,V
Hessen,Taraxacum multilepis,2
Hessen,Taraxacum pauckertianum,0
Hessen,Taraxacum subalpinum,1
Hessen,Taraxacum trilobifolium,2
Hessen,Teesdalia nudicaulis,3
Hessen,Tephroseris helenitis  ssp. helenitis,2
Hessen,Teucrium botrys,V
Hessen,Teucrium montanum,R
Hessen,Teucrium scordium,2
Hessen,Thalictrum minus ssp. pratense,3
Hessen,Thalictrum minus ssp. saxatile,R
Hessen,Thalictrum simplex ssp. galioides,0
Hessen,Thelypteris palustris,3
Hessen,Thesium alpinum,R
Hessen,Thesium bavarum,0
Hessen,Thesium linophyllon,1
Hessen,Thesium pyrenaicum,3
Hessen,Thymelaea passerina,0
Hessen,Thymus praecox ssp. clivorum,R
Hessen,Thymus praecox ssp. praecox,V
Hessen,Thymus serpyllum,3
Hessen,Tofieldia calyculata,1
Hessen,Torilis arvensis ssp. recta,V
Hessen,Trapa natans,2
Hessen,Trichomanes speciosum,3
Hessen,Trichophorum germanicum,2
Hessen,Trifolium alpestre,V
Hessen,Trifolium fragiferum,3
Hessen,Trifolium montanum,V
Hessen,Trifolium ochroleucon,2
Hessen,Trifolium rubens,2
Hessen,Trifolium spadiceum,2
Hessen,Trifolium striatum,3
Hessen,Triglochin maritima,3
Hessen,Triglochin palustris,2
Hessen,Trinia glauca,0
Hessen,Tripolium pannonicum,2
Hessen,Trollius europaeus,2
Hessen,Tuberaria guttata,0
Hessen,Turgenia latifolia,0
Hessen,Ulmus glabra,V
Hessen,Ulmus minor,3
Hessen,Utricularia bremii,1
Hessen,Utricularia intermedia,0
Hessen,Utricularia minor,1
Hessen,Utricularia vulgaris,G
Hessen,Vaccaria hispanica,0
Hessen,Vaccinium oxycoccos,3
Hessen,Vaccinium uliginosum,R
Hessen,Vaccinium vitis-idaea,3
Hessen,Valeriana dioica,V
Hessen,Valerianella dentata,V
Hessen,Valerianella rimosa,3
Hessen,Ventenata dubia,3
Hessen,Verbascum blattaria,1
Hessen,Veronica acinifolia,1
Hessen,Veronica agrestis,V
Hessen,Veronica catenata,V
Hessen,Veronica dillenii,0
Hessen,Veronica maritima,3
Hessen,Veronica opaca,3
Hessen,Veronica praecox,3
Hessen,Veronica satureiifolia,0
Hessen,Veronica scutellata,V
Hessen,Veronica spicata,2
Hessen,Veronica teucrium,V
Hessen,Veronica triloba,2
Hessen,Veronica triphyllos,3
Hessen,Veronica verna,3
Hessen,Vicia cassubica,0
Hessen,Vicia lathyroides,3
Hessen,Vicia orobus,0
Hessen,Vicia pisiformis,3
Hessen,Vicia sylvatica,V
Hessen,Viola canina,V
Hessen,Viola collina,R
Hessen,Viola elatior,1
Hessen,Viola palustris,V
Hessen,Viola pumila,2
Hessen,Viola stagnina,3
Hessen,Vitis vinifera ssp. sylvestris,0
Hessen,Vulpia bromoides,3
Hessen,Wahlenbergia hederacea,2
Hessen,Wolffia arrhiza,0
Hessen,Woodsia ilvensis,1
Mecklenburg-Vorpommern,Achillea collina,0
Mecklenburg-Vorpommern,Achillea ptarmica,3
Mecklenburg-Vorpommern,Acinos arvensis,V
Mecklenburg-Vorpommern,Adonis aestivalis,0
Mecklenburg-Vorpommern,Aethusa cynapium,V
Mecklenburg-Vorpommern,Agrostemma githago,1
Mecklenburg-Vorpommern,Aira caryophyllea,3
Mecklenburg-Vorpommern,Ajuga genevensis,3
Mecklenburg-Vorpommern,Ajuga pyramidalis,0
Mecklenburg-Vorpommern,Alchemilla filicaulis,2
Mecklenburg-Vorpommern,Alchemilla glabra,2
Mecklenburg-Vorpommern,Alchemilla glaucescens,1
Mecklenburg-Vorpommern,Alchemilla micans,2
Mecklenburg-Vorpommern,Alchemilla monticola,1
Mecklenburg-Vorpommern,Alchemilla subcrenata,0
Mecklenburg-Vorpommern,Alchemilla vulgaris,0
Mecklenburg-Vorpommern,Alchemilla xanthochlora,1
Mecklenburg-Vorpommern,Alisma gramineum,1
Mecklenburg-Vorpommern,Alisma lanceolatum,2
Mecklenburg-Vorpommern,Allium angulosum,2
Mecklenburg-Vorpommern,Allium carinatum,1
Mecklenburg-Vorpommern,Allium lusitanicum,1
Mecklenburg-Vorpommern,Allium schoenoprasum,R
Mecklenburg-Vorpommern,"Alopecurus arundinaceus, ssp. exserens",R
Mecklenburg-Vorpommern,Althaea officinalis,3
Mecklenburg-Vorpommern,Alyssum alyssoides,3
Mecklenburg-Vorpommern,Amaranthus blitum ssp. emarginatus,R
Mecklenburg-Vorpommern,Anacamptis pyramidalis,0
Mecklenburg-Vorpommern,Anagallis arvensis,V
Mecklenburg-Vorpommern,Anagallis foemina,1
Mecklenburg-Vorpommern,Andromeda polifolia,2
Mecklenburg-Vorpommern,Anemone sylvestris,0
Mecklenburg-Vorpommern,Angelica archangelica ssp. archangelica,R
Mecklenburg-Vorpommern,Angelica palustris,1
Mecklenburg-Vorpommern,Angelica sylvestris,V
